C:\Users\USER\Desktop\python\Data\IMG\center_2020_09_02_14_03_37_305.jpg, C:\Users\USER\Desktop\python\Data\IMG\left_2020_09_02_14_03_37_305.jpg, C:\Users\USER\Desktop\python\Data\IMG\right_2020_09_02_14_03_37_305.jpg, 0, 0, 0, 8.211305E-05
C:\Users\USER\Desktop\python\Data\IMG\center_2020_09_02_14_03_37_409.jpg, C:\Users\USER\Desktop\python\Data\IMG\left_2020_09_02_14_03_37_409.jpg, C:\Users\USER\Desktop\python\Data\IMG\right_2020_09_02_14_03_37_409.jpg, 0, 0, 0, 7.810297E-05
C:\Users\USER\Desktop\python\Data\IMG\center_2020_09_02_14_03_37_511.jpg, C:\Users\USER\Desktop\python\Data\IMG\left_2020_09_02_14_03_37_511.jpg, C:\Users\USER\Desktop\python\Data\IMG\right_2020_09_02_14_03_37_511.jpg, 0, 0, 0, 7.8898E-05
C:\Users\USER\Desktop\python\Data\IMG\center_2020_09_02_14_03_37_616.jpg, C:\Users\USER\Desktop\python\Data\IMG\left_2020_09_02_14_03_37_616.jpg, C:\Users\USER\Desktop\python\Data\IMG\right_2020_09_02_14_03_37_616.jpg, 0, 0, 0, 7.882129E-05
C:\Users\USER\Desktop\python\Data\IMG\center_2020_09_02_14_03_37_716.jpg, C:\Users\USER\Desktop\python\Data\IMG\left_2020_09_02_14_03_37_716.jpg, C:\Users\USER\Desktop\python\Data\IMG\right_2020_09_02_14_03_37_716.jpg, 0, 0, 0, 7.887687E-05
C:\Users\USER\Desktop\python\Data\IMG\center_2020_09_02_14_03_37_820.jpg, C:\Users\USER\Desktop\python\Data\IMG\left_2020_09_02_14_03_37_820.jpg, C:\Users\USER\Desktop\python\Data\IMG\right_2020_09_02_14_03_37_820.jpg, 0, 0, 0, 7.791486E-05
C:\Users\USER\Desktop\python\Data\IMG\center_2020_09_02_14_03_37_922.jpg, C:\Users\USER\Desktop\python\Data\IMG\left_2020_09_02_14_03_37_922.jpg, C:\Users\USER\Desktop\python\Data\IMG\right_2020_09_02_14_03_37_922.jpg, 0, 0, 0, 7.812333E-05
C:\Users\USER\Desktop\python\Data\IMG\center_2020_09_02_14_03_38_022.jpg, C:\Users\USER\Desktop\python\Data\IMG\left_2020_09_02_14_03_38_022.jpg, C:\Users\USER\Desktop\python\Data\IMG\right_2020_09_02_14_03_38_022.jpg, 0, 0, 0, 7.779402E-05
C:\Users\USER\Desktop\python\Data\IMG\center_2020_09_02_14_03_38_124.jpg, C:\Users\USER\Desktop\python\Data\IMG\left_2020_09_02_14_03_38_124.jpg, C:\Users\USER\Desktop\python\Data\IMG\right_2020_09_02_14_03_38_124.jpg, 0, 0, 0, 7.889261E-05
C:\Users\USER\Desktop\python\Data\IMG\center_2020_09_02_14_03_38_227.jpg, C:\Users\USER\Desktop\python\Data\IMG\left_2020_09_02_14_03_38_227.jpg, C:\Users\USER\Desktop\python\Data\IMG\right_2020_09_02_14_03_38_227.jpg, 0, 0, 0, 7.839433E-05
C:\Users\USER\Desktop\python\Data\IMG\center_2020_09_02_14_03_38_345.jpg, C:\Users\USER\Desktop\python\Data\IMG\left_2020_09_02_14_03_38_345.jpg, C:\Users\USER\Desktop\python\Data\IMG\right_2020_09_02_14_03_38_345.jpg, 0, 0, 0, 7.820989E-05
C:\Users\USER\Desktop\python\Data\IMG\center_2020_09_02_14_03_38_448.jpg, C:\Users\USER\Desktop\python\Data\IMG\left_2020_09_02_14_03_38_448.jpg, C:\Users\USER\Desktop\python\Data\IMG\right_2020_09_02_14_03_38_448.jpg, 0, 0, 0, 7.806029E-05
